,Track,Racer,Rank,Ghost,Status
1372,C80,satanziege,11,0,
1373,C80,SergioBaro,12,0,
1374,C80,JTK,13,0,
1375,C81,Ayrton,1,0,
1376,C81,Chulk,2,0,
1377,C81,"Mark L. Rivers",3,0,
1378,C81,"Bonzai Joe",4,0,
1379,C81,Duplode,5,0,
1380,C81,DarkChaser,6,0,
1381,C81,AbuRaf70,7,0,
1382,C81,"Zak McKracken",8,0,
1383,C81,"Krys TOFF",9,0,
1384,C81,SuperBrian,10,0,
1385,C81,Turkey,11,0,
1386,C81,AMG,12,0,
1387,C81,Freddy,13,0,EX3
1388,C82,Ayrton,1,0,
1389,C82,"Bonzai Joe",2,0,
1390,C82,CTG,3,0,
1391,C82,"Mark L. Rivers",4,0,
1392,C82,AbuRaf70,5,0,
1393,C82,Duplode,6,0,
1394,C82,DarkChaser,7,0,
1395,C82,"Zak McKracken",8,0,
1396,C82,SuperBrian,9,0,
1397,C82,Chulk,10,0,
1398,C82,"Krys TOFF",11,0,
1399,C82,Pavekiller,12,0,
1400,C82,Freddy,13,0,
1401,C82,Böbszlee,14,0,
1402,C82,Turkey,15,0,
1403,C82,AMG,16,0,
1404,C82,Lene,17,0,EX3
1405,C82,Marci,18,0,EX3
1406,C83,Ayrton,1,0,
1407,C83,Duplode,2,0,
1408,C83,"Mark L. Rivers",3,0,
1409,C83,DarkChaser,4,0,
1410,C83,"Bonzai Joe",5,0,
1411,C83,SuperBrian,6,0,
1412,C83,Chulk,7,0,
1413,C83,"Zak McKracken",8,0,
1414,C83,AbuRaf70,9,0,
1415,C83,"Krys TOFF",10,0,
1416,C83,Pavekiller,11,0,
1417,C83,dstien,12,0,
1418,C83,Antti,13,0,EX3
1419,C83,Lene,14,0,EX3
1420,C84,Ayrton,1,0,
1421,C84,Duplode,2,0,
1422,C84,"Mark L. Rivers",3,0,
1423,C84,CTG,4,0,
1424,C84,"Bonzai Joe",5,0,
1425,C84,AbuRaf70,6,0,
1426,C84,SuperBrian,7,0,
1427,C84,"Zak McKracken",8,0,
1428,C84,"Krys TOFF",9,0,
1429,C84,dstien,10,0,
1430,C84,Antti,11,0,
1431,C85,Ayrton,1,0,
1432,C85,"Alan Rotoi",2,0,
1433,C85,CTG,3,0,
1434,C85,Duplode,4,0,
1435,C85,"Mark L. Rivers",5,0,
1436,C85,"Bonzai Joe",6,0,
1437,C85,"Zak McKracken",7,0,
1438,C85,AbuRaf70,8,0,
1439,C85,"Krys TOFF",9,0,
1440,C85,dstien,10,0,
1441,C85,Antti,11,0,
1442,C86,Ayrton,1,0,
1443,C86,Duplode,2,0,
1444,C86,"Mark L. Rivers",3,0,
1445,C86,CTG,4,0,
1446,C86,"Akoss Poo",5,0,
1447,C86,"Alan Rotoi",6,0,
1448,C86,SuperBrian,7,0,
1449,C86,"Bonzai Joe",8,0,
1450,C86,AbuRaf70,9,0,
1451,C86,Antti,10,0,
1452,C86,"Zak McKracken",11,0,
1453,C86,dstien,12,0,
1454,C86,"Krys TOFF",13,0,
1455,C87,Ayrton,1,0,
1456,C87,CTG,2,0,
1457,C87,"Bonzai Joe",3,0,
1458,C87,"Mark L. Rivers",4,0,
1459,C87,"Akoss Poo",5,0,
1460,C87,Duplode,6,0,
1461,C87,AbuRaf70,7,0,
1462,C87,SuperBrian,8,0,
1463,C87,Pavekiller,9,0,
1464,C87,dstien,10,0,
1465,C87,Antti,11,0,
1466,C87,"Zak McKracken",12,0,
1467,C87,"Krys TOFF",13,0,
1468,C88,Ayrton,1,0,
1469,C88,CTG,2,0,
1470,C88,"Mark L. Rivers",3,0,
1471,C88,Duplode,4,0,
1472,C88,"Bonzai Joe",5,0,
1473,C88,Navras,6,1,
1474,C88,"Zak McKracken",7,0,
1475,C88,SuperBrian,8,0,
1476,C88,AbuRaf70,9,0,
1477,C88,"Krys TOFF",10,0,
1478,C88,dstien,11,0,
1479,C88,Pavekiller,12,0,
1480,C88,Fredmen67,13,0,
1481,C88,tgm,14,0,
1482,C88,Böbszlee,15,0,
1483,C88,Lene,16,0,
1484,C89,Ayrton,1,0,
1485,C89,Duplode,2,0,
1486,C89,CTG,3,0,
1487,C89,"Bonzai Joe",4,0,
1488,C89,"Zak McKracken",5,0,
1489,C89,SuperBrian,6,0,
1490,C89,"Alan Rotoi",7,0,
1491,C89,AbuRaf70,8,0,
1492,C89,Pavekiller,9,0,
1493,C89,dstien,10,0,
1494,C89,"Krys TOFF",11,0,
1495,C89,tgm,12,0,
1496,C89,Fredmen67,13,0,DSQ
1497,C90,Ayrton,1,0,
1498,C90,CTG,2,0,
1499,C90,Duplode,3,0,
1500,C90,"Alan Rotoi",4,0,
1501,C90,SuperBrian,5,0,
1502,C90,"Zak McKracken",6,0,
1503,C90,"Mark L. Rivers",7,0,
1504,C90,"Bonzai Joe",8,0,
1505,C90,dstien,9,0,
1506,C90,AbuRaf70,10,0,
1507,C90,Goblin,11,0,
1508,C90,"Krys TOFF",12,0,
1509,C90,Fredmen67,13,0,EX3
1510,C91,"Bonzai Joe",1,0,
1511,C91,CTG,2,0,
1512,C91,Duplode,3,0,
1513,C91,Friker,4,0,
1514,C91,"Mark L. Rivers",5,0,
1515,C91,"Zak McKracken",6,0,
1516,C91,SuperBrian,7,0,
1517,C91,satanziege,8,0,
1518,C91,"Krys TOFF",9,0,
1519,C91,Pitman,10,0,
1520,C91,AbuRaf70,11,0,
1521,C91,dstien,12,0,
1522,C91,DieselJoe,13,0,
1523,C91,Pavekiller,14,0,
1524,C91,Cyberman,15,0,
1525,C91,firefoxie,16,0,
1526,C91,Ano,17,0,
1527,C91,Antti,18,0,
1528,C91,Böbszlee,19,0,
1529,C91,Fredmen67,20,0,
1530,C91,Lene,21,0,
1531,C92,Ayrton,1,0,
1532,C92,Duplode,2,0,
1533,C92,"Bonzai Joe",3,0,
1534,C92,CTG,4,0,
1535,C92,AbuRaf70,5,0,
1536,C92,"Zak McKracken",6,0,
1537,C92,SuperBrian,7,0,
1538,C92,Chulk,8,0,
1539,C92,Friker,9,0,
1540,C92,dstien,10,0,
1541,C92,Cyberman,11,0,
1542,C92,Pitman,12,0,
1543,C92,Pavekiller,13,0,
1544,C92,satanziege,14,0,
1545,C92,Overdrijf,15,0,
1546,C92,YtseDan,16,0,
1547,C92,Blackpulsie,17,0,
1548,C92,firefoxie,18,0,
1549,C92,Antti,19,0,
1550,C92,Goblin,20,0,
1551,C93,"Bonzai Joe",1,0,
1552,C93,CTG,2,0,
1553,C93,"Zak McKracken",3,0,
1554,C93,Duplode,3,0,
1555,C93,Friker,5,0,
1556,C93,Pitman,6,0,
1557,C93,AbuRaf70,7,0,
1558,C93,Overdrijf,8,0,
1559,C93,SuperBrian,9,0,
1560,C93,firefoxie,10,0,
1561,C93,dstien,11,0,
1562,C93,satanziege,12,0,
1563,C93,HTE,13,0,
1564,C93,SisterOfMercy,14,0,
1565,C93,YtseDan,15,0,
1566,C93,Cyberman,16,0,
1567,C93,Antti,17,0,
1568,C94,Duplode,1,0,
1569,C94,"Bonzai Joe",2,0,
1570,C94,CTG,3,0,
1571,C94,Dottore,4,1,
1572,C94,Navras,5,1,
1573,C94,Friker,6,0,
1574,C94,"Zak McKracken",7,0,
1575,C94,Chulk,8,0,
1576,C94,SuperBrian,9,0,
1577,C94,Overdrijf,10,0,
1578,C94,AbuRaf70,11,0,
1579,C94,Pitman,12,0,
1580,C94,JoSi,13,0,
1581,C94,Ice,14,0,
1582,C94,dstien,15,0,
1583,C94,satanziege,16,0,
1584,C94,firefoxie,17,0,
1585,C94,HTE,18,0,
1586,C94,Cyberman,19,0,EX3
1587,C95,Duplode,1,0,
1588,C95,"Bonzai Joe",2,0,
1589,C95,CTG,3,0,
1590,C95,Friker,4,0,
1591,C95,Dottore,5,1,
1592,C95,SuperBrian,6,0,
1593,C95,"Zak McKracken",7,0,
1594,C95,AbuRaf70,8,0,
1595,C95,Overdrijf,9,0,
1596,C95,"Alan Rotoi",10,0,
1597,C95,Chulk,11,0,
1598,C95,JoSi,12,0,
1599,C95,Ice,13,0,
1600,C95,dstien,14,0,
1601,C96,Duplode,1,0,
1602,C96,CTG,2,0,
1603,C96,"Alan Rotoi",3,0,
1604,C96,"Zak McKracken",4,0,
1605,C96,Mingva,5,0,
1606,C96,"Bonzai Joe",6,0,
1607,C96,Friker,7,0,
1608,C96,AbuRaf70,8,0,
1609,C96,SuperBrian,9,0,
1610,C96,Overdrijf,10,0,
1611,C96,dstien,11,0,
1612,C96,Usrin,12,0,
1613,C96,JoSi,13,0,
1614,C96,Fredmen67,14,0,
1615,C97,CTG,1,0,
1616,C97,Duplode,2,0,
1617,C97,Mingva,3,0,
1618,C97,Friker,4,0,
1619,C97,"Bonzai Joe",5,0,
1620,C97,SuperBrian,6,0,
1621,C97,"Zak McKracken",7,0,
1622,C97,Usrin,8,0,
1623,C97,"Alan Rotoi",9,0,
1624,C97,Overdrijf,10,0,
1625,C97,Ice,11,0,
1626,C97,AbuRaf70,12,0,
1627,C97,JoSi,13,0,
1628,C97,dstien,14,0,
1629,C98,Duplode,1,0,
1630,C98,Mingva,2,0,
1631,C98,CTG,3,0,
1632,C98,SuperBrian,4,0,
1633,C98,"Roy Wiegerinck",5,0,
1634,C98,AbuRaf70,6,0,
1635,C98,"Alan Rotoi",7,0,
1636,C98,Dottore,8,1,
1637,C98,Friker,9,0,
1638,C98,"Zak McKracken",10,0,
1639,C98,dstien,11,0,
1640,C98,Overdrijf,12,0,
1641,C98,Usrin,13,0,
1642,C98,Pavekiller,14,0,
1643,C99,Duplode,1,0,
1644,C99,"Renato Biker",2,0,
1645,C99,Mingva,3,0,
1646,C99,dstien,4,0,
1647,C99,SuperBrian,5,0,
1648,C99,"Roy Wiegerinck",6,0,
1649,C99,"Alan Rotoi",7,0,
1650,C99,AbuRaf70,8,0,
1651,C99,JoSi,9,0,
1652,C99,"Zak McKracken",10,0,
1653,C99,PedroAntonio,11,0,
1654,C99,satanziege,12,0,EX3
1655,C99,Overdrijf,13,0,DSQ
1656,C100,Ayrton,1,0,
1657,C100,"Renato Biker",2,0,
1658,C100,Gutix,3,0,
1659,C100,Duplode,4,0,
1660,C100,"Mark L. Rivers",5,0,
1661,C100,"Bonzai Joe",6,0,
1662,C100,CTG,7,0,
1663,C100,Mingva,8,0,
1664,C100,Alain,9,0,
1665,C100,"Alan Rotoi",10,0,
1666,C100,SuperBrian,11,0,
1667,C100,"Zak McKracken",12,0,
1668,C100,AbuRaf70,13,0,
1669,C100,Chulk,14,0,
1670,C100,"Roy Wiegerinck",15,0,
1671,C100,dstien,16,0,
1672,C100,Pavekiller,17,0,
1673,C100,PedroAntonio,18,0,
1674,C100,Overdrijf,19,0,
1675,C100,SergioBaro,20,0,
1676,C100,Usrin,21,0,
1677,C100,Friker,22,0,
1678,C100,Lene,23,0,
1679,C101,"Renato Biker",1,0,
1680,C101,Duplode,2,0,
1681,C101,Gutix,3,0,
1682,C101,Mingva,4,0,
1683,C101,"Alan Rotoi",5,0,
1684,C101,Alain,6,0,
1685,C101,CTG,7,0,
1686,C101,"Zak McKracken",8,0,
1687,C101,SuperBrian,9,0,
1688,C101,AbuRaf70,10,0,
1689,C101,"Mark L. Rivers",11,0,
1690,C101,JoSi,12,0,
1691,C101,"Bonzai Joe",13,0,
1692,C101,dstien,14,0,
1693,C101,PedroAntonio,15,0,
1694,C102,"Renato Biker",1,0,
1695,C102,Gutix,2,0,
1696,C102,Mingva,3,0,
1697,C102,"Mark L. Rivers",4,0,
1698,C102,Duplode,5,0,
1699,C102,AbuRaf70,6,0,
1700,C102,SuperBrian,7,0,
1701,C102,"Zak McKracken",8,0,
1702,C102,"Roy Wiegerinck",9,0,
1703,C102,dstien,10,0,EX3
1704,C103,Duplode,1,0,
1705,C103,Gutix,2,0,
1706,C103,SuperBrian,3,0,
1707,C103,"Renato Biker",4,0,
1708,C103,Mingva,5,0,
1709,C103,AbuRaf70,6,0,
1710,C103,"Zak McKracken",7,0,
1711,C103,"Alan Rotoi",8,0,
1712,C103,dstien,9,0,
1713,C103,satanziege,10,0,
1714,C103,Pitman,11,0,
1715,C103,Nubarow,12,0,
1716,C103,Fredmen67,13,0,
1717,C103,Lene,14,0,
1718,C104,Gutix,1,0,
1719,C104,"Renato Biker",2,0,
1720,C104,CTG,3,0,
1721,C104,Duplode,4,0,
1722,C104,Mingva,5,0,
1723,C104,SuperBrian,6,0,
1724,C104,AbuRaf70,7,0,
1725,C104,"Zak McKracken",8,0,
1726,C104,Pitman,9,0,
1727,C104,PedroAntonio,10,0,
1728,C104,dstien,11,0,
1729,C104,satanziege,12,0,EX3
1730,C105,Gutix,1,0,
1731,C105,Duplode,2,0,
1732,C105,"Bonzai Joe",3,0,
1733,C105,CTG,4,0,
1734,C105,"Renato Biker",5,0,
1735,C105,Mingva,6,0,
1736,C105,SuperBrian,7,0,
1737,C105,"Zak McKracken",8,0,
1738,C105,AbuRaf70,9,0,
1739,C105,PedroAntonio,10,0,
1740,C105,Pitman,11,0,
1741,C105,dstien,12,0,
1742,C105,satanziege,13,0,EX3
1743,C106,Gutix,1,0,
1744,C106,"Renato Biker",2,0,
1745,C106,SuperBrian,3,0,
1746,C106,Duplode,4,0,
1747,C106,AbuRaf70,5,0,
1748,C106,Mingva,6,0,
1749,C106,Pitman,7,0,
1750,C106,dstien,8,0,
1751,C106,satanziege,9,0,
1752,C106,PedroAntonio,10,0,
1753,C106,Usrin,11,0,
1754,C107,Gutix,1,0,
1755,C107,"Renato Biker",2,0,
1756,C107,CTG,3,0,
1757,C107,SuperBrian,4,0,
1758,C107,AbuRaf70,5,0,
1759,C107,Duplode,6,0,
1760,C107,Mingva,7,0,
1761,C107,Pitman,8,0,
1762,C107,"Crazy Jimmy",9,0,
1763,C107,dstien,10,0,
1764,C107,satanziege,11,0,
1765,C107,Lene,12,0,
1766,C107,Fredmen67,13,0,EX3
1767,C108,Gutix,1,0,
1768,C108,"Renato Biker",2,0,
1769,C108,CTG,3,0,
1770,C108,SuperBrian,4,0,
1771,C108,Duplode,5,0,
1772,C108,AbuRaf70,6,0,
1773,C108,"Zak McKracken",7,0,
1774,C108,dstien,8,0,
1775,C108,Pitman,9,0,
1776,C108,"Crazy Jimmy",10,0,
1777,C108,satanziege,11,0,
1778,C109,Gutix,1,0,
1779,C109,CTG,1,0,
1780,C109,"Renato Biker",3,0,
1781,C109,AbuRaf70,4,0,
1782,C109,Duplode,5,0,
1783,C109,"Zak McKracken",6,0,
1784,C109,satanziege,7,0,
1785,C109,Pitman,8,0,
1786,C109,dstien,9,0,
1787,C109,"Crazy Jimmy",10,0,
1788,C109,Fredmen67,11,0,
1789,C110,Gutix,1,0,
1790,C110,AbuRaf70,2,0,
1791,C110,Duplode,3,0,
1792,C110,CTG,4,0,
1793,C110,SuperBrian,5,0,
1794,C110,"Alan Rotoi",6,0,
1795,C110,Mingva,7,0,
1796,C110,JoSi,8,0,
1797,C110,Overdrijf,9,0,
1798,C110,dstien,10,0,
1799,C110,"Zak McKracken",11,0,
1800,C110,Pitman,12,0,
1801,C110,satanziege,13,0,EX3
1802,C110,darkmaster,14,0,INV
1803,C111,Gutix,1,0,
1804,C111,Duplode,2,0,
1805,C111,CTG,3,0,
1806,C111,AbuRaf70,4,0,
1807,C111,"Renato Biker",5,0,
1808,C111,"Bonzai Joe",6,0,
1809,C111,SuperBrian,7,0,
1810,C111,Overdrijf,8,0,
1811,C111,"Zak McKracken",9,0,
1812,C111,dstien,10,0,
1813,C111,satanziege,11,0,
1814,C111,Pitman,12,0,
1815,C112,"Renato Biker",1,0,
1816,C112,Duplode,2,0,
1817,C112,Gutix,3,0,
1818,C112,CTG,4,0,
1819,C112,Xianthi,5,1,
1820,C112,AbuRaf70,6,0,
1821,C112,Overdrijf,7,0,
1822,C112,dstien,8,0,
1823,C112,"Zak McKracken",9,0,
1824,C112,Pitman,10,0,
1825,C112,Faundu,11,0,
1826,C112,satanziege,12,0,
1827,C113,"Renato Biker",1,0,
1828,C113,Duplode,2,0,
1829,C113,Gutix,3,0,
1830,C113,SuperBrian,4,0,
1831,C113,"Bonzai Joe",5,0,
1832,C113,CTG,6,0,
1833,C113,AbuRaf70,7,0,
1834,C113,Xianthi,8,1,
1835,C113,"Alan Rotoi",9,0,
1836,C113,dstien,10,0,
1837,C113,Pitman,11,0,
1838,C113,Overdrijf,12,0,
1839,C113,satanziege,13,0,
1840,C114,"Renato Biker",1,0,
1841,C114,"Bonzai Joe",2,0,
1842,C114,SuperBrian,3,0,
1843,C114,Mingva,4,0,
1844,C114,Duplode,5,0,
1845,C114,CTG,6,0,
1846,C114,"Zak McKracken",7,0,
1847,C114,AbuRaf70,8,0,
1848,C114,Overdrijf,9,0,
1849,C114,"Das Fass",10,1,
1850,C114,"Alan Rotoi",11,0,
1851,C114,dstien,12,0,
1852,C114,Thodran,13,0,
1853,C114,Pitman,14,0,
1854,C114,satanziege,15,0,
1855,C115,Duplode,1,0,
1856,C115,Gutix,2,0,
1857,C115,"Renato Biker",3,0,
1858,C115,SuperBrian,4,0,
1859,C115,Mingva,5,0,
1860,C115,AbuRaf70,6,0,
1861,C115,"Zak McKracken",7,0,
1862,C115,"Krys TOFF",8,0,
1863,C115,dstien,9,0,
1864,C115,Pitman,10,0,
1865,C115,satanziege,11,0,
1866,C115,Faundu,12,0,
1867,C116,CTG,1,0,
1868,C116,Duplode,2,0,
1869,C116,"Renato Biker",3,0,
1870,C116,SuperBrian,4,0,
1871,C116,"oh yeah",5,1,
1872,C116,AbuRaf70,6,0,
1873,C116,"Alan Rotoi",7,0,
1874,C116,dstien,8,0,
1875,C116,Mingva,9,0,
1876,C116,satanziege,10,0,
1877,C116,Pitman,11,0,EX3
1878,C117,Duplode,1,0,
1879,C117,Overdrijf,2,0,
1880,C117,AbuRaf70,3,0,
1881,C117,"Zak McKracken",4,0,
1882,C117,dstien,5,0,
1883,C117,Varalica,6,1,
1884,C117,"Alan Rotoi",7,0,
1885,C117,"Crazy Jimmy",8,0,
1886,C117,Pitman,9,0,
1887,C117,satanziege,10,0,EX3
1888,C118,"Alan Rotoi",1,0,
1889,C118,Gutix,2,0,
1890,C118,AbuRaf70,3,0,
1891,C118,Duplode,4,0,
1892,C118,"Zak McKracken",5,0,
1893,C118,dstien,6,0,
1894,C118,twyll,7,1,
1895,C118,Overdrijf,8,0,
1896,C118,"Crazy Jimmy",9,0,
1897,C118,satanziege,10,0,
1898,C119,Gutix,1,0,
1899,C119,Chulk,2,0,
1900,C119,AbuRaf70,3,0,
1901,C119,Duplode,4,0,
1902,C119,"Alan Rotoi",5,0,
1903,C119,"Zak McKracken",6,0,
1904,C119,dstien,7,0,
1905,C119,satanziege,8,0,
1906,C119,Sanity,9,0,EX3
1907,C119,Fredmen67,10,0,EX3
1908,C120,Duplode,1,0,
1909,C120,Gutix,2,0,
1910,C120,dstien,3,0,
1911,C120,AbuRaf70,4,0,
1912,C120,satanziege,5,0,
1913,C120,Pitman,6,0,
1914,C120,Shorty,7,0,EX3
1915,C120,Sanity,8,0,INV
1916,C121,Duplode,1,0,
1917,C121,Gutix,2,0,
1918,C121,AbuRaf70,3,0,
1919,C121,dstien,4,0,
1920,C121,Mingva,5,0,
1921,C121,Pitman,6,0,
1922,C121,Shorty,7,0,
1923,C121,"Zak McKracken",8,0,
1924,C121,satanziege,9,0,
1925,C122,"Bonzai Joe",1,0,
1926,C122,Duplode,2,0,
1927,C122,CTG,3,0,
1928,C122,Mingva,4,0,
1929,C122,Shorty,5,0,
1930,C122,"Zak McKracken",6,0,
1931,C122,AbuRaf70,7,0,
1932,C122,Faundu,8,0,
1933,C122,dstien,9,0,
1934,C122,Gutix,10,0,
1935,C122,Pitman,11,0,
1936,C122,grisznik,12,0,
1937,C122,satanziege,13,0,
1938,C123,Gutix,1,0,
1939,C123,Duplode,2,0,
1940,C123,"Bonzai Joe",3,0,
1941,C123,SuperBrian,4,0,
1942,C123,AbuRaf70,5,0,
1943,C123,Shorty,6,0,
1944,C123,Pitman,7,0,
1945,C123,oscar,8,0,
1946,C123,dstien,9,0,
1947,C123,satanziege,10,0,
1948,C123,grisznik,11,0,EX3
1949,C124,Duplode,1,0,
1950,C124,CTG,2,0,
1951,C124,SuperBrian,3,0,
1952,C124,Gutix,4,0,
1953,C124,AbuRaf70,5,0,
1954,C124,"Zak McKracken",6,0,
1955,C124,"Bonzai Joe",7,0,
1956,C124,Mingva,8,0,
1957,C124,Shorty,9,0,
1958,C124,dstien,10,0,
1959,C124,Pitman,11,0,
1960,C124,Thodran,12,0,
1961,C124,satanziege,13,0,
1962,C125,Gutix,1,0,
1963,C125,Duplode,2,0,
1964,C125,AbuRaf70,3,0,
1965,C125,Mingva,4,0,
1966,C125,CTG,5,0,
1967,C125,dstien,6,0,
1968,C125,SuperBrian,7,0,
1969,C125,Chulk,8,0,
1970,C125,Pitman,9,0,
1971,C125,"Zak McKracken",10,0,
1972,C125,Gagarin,11,1,
1973,C125,Shorty,12,0,
1974,C125,satanziege,13,0,
1975,C125,"N. Oliveira",14,0,EX3
1976,C126,Duplode,1,0,
1977,C126,CTG,2,0,
1978,C126,Gutix,3,0,
1979,C126,Friker,4,0,
1980,C126,"Zak McKracken",5,0,
1981,C126,SuperBrian,6,0,
1982,C126,Chulk,7,0,
1983,C126,Gagarin,8,1,
1984,C126,AbuRaf70,9,0,
1985,C126,Pitman,10,0,
1986,C126,Usrin,11,0,
1987,C126,satanziege,12,0,
1988,C126,dstien,13,0,
1989,C126,Fredmen67,14,0,
1990,C126,"N. Oliveira",15,0,
1991,C127,Duplode,1,0,
1992,C127,"Bonzai Joe",2,0,
1993,C127,CTG,3,0,
1994,C127,Friker,4,0,
1995,C127,Gutix,5,0,
1996,C127,Gagarin,6,1,
1997,C127,"Zak McKracken",7,0,
1998,C127,SuperBrian,8,0,
1999,C127,Usrin,9,0,
2000,C127,"Alan Rotoi",10,0,
2001,C127,dstien,11,0,
2002,C127,Pitman,12,0,
2003,C127,Shorty,13,0,EX3
2004,C128,Duplode,1,0,
2005,C128,"Bonzai Joe",2,0,
2006,C128,Friker,3,0,
2007,C128,Gutix,4,0,
2008,C128,CTG,5,0,
2009,C128,Gagarin,6,1,
2010,C128,SuperBrian,7,0,
2011,C128,AbuRaf70,8,0,
2012,C128,"Zak McKracken",9,0,
2013,C128,dstien,10,0,
2014,C128,Pitman,11,0,EX3
2015,C128,Usrin,12,0,EX3
2016,C128,Shorty,13,0,EX3
2017,C129,Gutix,1,0,
2018,C129,Friker,2,0,
2019,C129,AbuRaf70,3,0,
2020,C129,CTG,4,0,
2021,C129,Duplode,5,0,
2022,C129,"Zak McKracken",6,0,
2023,C129,Usrin,7,0,
2024,C129,"Alan Rotoi",8,0,
2025,C129,Overdrijf,9,0,
2026,C129,Pitman,10,0,
2027,C129,dstien,11,0,
2028,C129,satanziege,12,0,
2029,C130,Gutix,1,0,
2030,C130,AbuRaf70,2,0,
2031,C130,Duplode,3,0,
2032,C130,Overdrijf,4,0,
2033,C130,Friker,5,0,
2034,C130,"Zak McKracken",6,0,
2035,C130,Usrin,7,0,
2036,C130,"Alan Rotoi",8,0,
2037,C130,dstien,9,0,
2038,C131,"Renato Biker",1,0,
2039,C131,Gutix,2,0,
2040,C131,Duplode,2,0,
2041,C131,CTG,4,0,
2042,C131,Usrin,5,0,
2043,C131,AbuRaf70,6,0,
2044,C131,"Zak McKracken",7,0,
2045,C131,Overdrijf,8,0,
2046,C131,Friker,9,0,
2047,C131,dstien,10,0,
2048,C131,Ivan,11,0,
2049,C131,satanziege,12,0,
2050,C131,Alecu,13,0,EX3
2051,C132,"Renato Biker",1,0,
2052,C132,"Alan Rotoi",2,0,
2053,C132,CTG,3,0,
2054,C132,Duplode,4,0,
2055,C132,Chulk,5,0,
2056,C132,"Zak McKracken",6,0,
2057,C132,Usrin,7,0,
2058,C132,AbuRaf70,8,0,
2059,C132,Friker,9,0,
2060,C132,dstien,10,0,
2061,C132,satanziege,11,0,
2062,C133,"Renato Biker",1,0,
2063,C133,Friker,2,0,
2064,C133,CTG,3,0,
2065,C133,"Akoss Poo",4,0,
2066,C133,Gutix,5,0,
2067,C133,Usrin,6,0,
2068,C133,Duplode,7,0,
2069,C133,"Zak McKracken",8,0,
2070,C133,SuperBrian,9,0,
2071,C133,AbuRaf70,10,0,
2072,C133,"Alan Rotoi",11,0,
2073,C133,dstien,12,0,
2074,C134,"Renato Biker",1,0,
2075,C134,"Bonzai Joe",2,0,
2076,C134,Duplode,3,0,
2077,C134,CTG,4,0,
2078,C134,Gutix,5,0,
2079,C134,Friker,6,0,
2080,C134,"Akoss Poo",7,0,
2081,C134,AbuRaf70,8,0,
2082,C134,"Zak McKracken",9,0,
2083,C134,"Alan Rotoi",10,0,
2084,C134,Usrin,11,0,
2085,C134,dstien,12,0,
2086,C135,Duplode,1,0,
2087,C135,"Renato Biker",2,0,
2088,C135,AbuRaf70,3,0,
2089,C135,"Alan Rotoi",4,0,
2090,C135,CTG,5,0,
2091,C135,Gutix,6,0,
2092,C135,SuperBrian,7,0,
2093,C135,"Zak McKracken",8,0,
2094,C135,"Bonzai Joe",9,0,
2095,C135,dreadnaut,10,0,
2096,C135,Friker,11,0,
2097,C135,Usrin,12,0,
2098,C135,dstien,13,0,
2099,C136,SuperBrian,1,0,
2100,C136,Duplode,1,0,
2101,C136,CTG,3,0,
2102,C136,Friker,4,0,
2103,C136,"Renato Biker",5,0,
2104,C136,Usrin,6,0,
2105,C136,dreadnaut,7,0,
2106,C136,dstien,8,0,
2107,C136,"Krys TOFF",9,0,
2108,C137,Friker,1,0,
2109,C137,CTG,2,0,
2110,C137,Duplode,3,0,
2111,C137,SuperBrian,4,0,
2112,C137,"Zak McKracken",5,0,
2113,C137,dreadnaut,6,0,
2114,C137,"Renato Biker",7,0,
2115,C137,dstien,8,0,
2116,C137,Pavekiller,9,0,
2117,C137,Usrin,10,0,
2118,C138,CTG,1,0,
2119,C138,Chulk,2,0,
2120,C138,AbuRaf70,3,0,
2121,C138,"Alan Rotoi",4,0,
2122,C138,"Renato Biker",5,0,
2123,C138,"Akoss Poo",6,0,
2124,C138,Usrin,7,0,
2125,C138,Duplode,8,0,
2126,C138,dreadnaut,9,0,
2127,C138,SuperBrian,10,0,
2128,C138,Friker,11,0,
2129,C138,"Zak McKracken",12,0,
2130,C138,dstien,13,0,
2131,C138,ADPunk,14,0,
2132,C138,satanziege,15,0,
2133,C138,Fredmen67,16,0,
2134,C138,Goyo,17,0,
2135,C139,"Renato Biker",1,0,
2136,C139,Friker,2,0,
2137,C139,Duplode,3,0,
2138,C139,CTG,4,0,
2139,C139,"Akoss Poo",5,0,
2140,C139,dreadnaut,6,0,
2141,C139,Chulk,7,0,
2142,C139,AbuRaf70,8,0,
2143,C139,"Alan Rotoi",9,0,
2144,C139,"Zak McKracken",10,0,
2145,C139,ADPunk,11,0,
2146,C139,dstien,12,0,
2147,C139,SuperBrian,13,0,
2148,C139,satanziege,14,0,
2149,C140,"Renato Biker",1,0,
2150,C140,CTG,2,0,
2151,C140,Chulk,3,0,
2152,C140,"Alan Rotoi",4,0,
2153,C140,Duplode,5,0,
2154,C140,Friker,6,0,
2155,C140,"Zak McKracken",7,0,
2156,C140,"Akoss Poo",8,0,
2157,C140,AbuRaf70,9,0,
2158,C140,ADPunk,10,0,
2159,C140,dreadnaut,11,0,
2160,C140,dstien,12,0,
2161,C140,JoSi,13,0,EX3
2162,C141,"Renato Biker",1,0,
2163,C141,CTG,2,0,
2164,C141,Chulk,3,0,
2165,C141,AbuRaf70,4,0,
2166,C141,Duplode,5,0,
2167,C141,"Alan Rotoi",6,0,
2168,C141,Miro,7,1,
2169,C141,ADPunk,8,0,
2170,C141,Friker,9,0,
