,Track,Racer,Rank,Ghost,Status
2963,C207,"Akoss Poo",3,0,
2964,C207,dreadnaut,4,0,
2965,C207,Overdrijf,5,0,
2966,C207,Seeker1982,6,0,
2967,C207,dosbox92,7,0,
2968,C207,afullo,8,0,
2969,C207,Cas,9,0,
2970,C207,KaoS,10,0,EX3
2971,C207,"Shoegazing Leo",11,0,
2972,C208,CTG,1,0,
2973,C208,Duplode,2,0,
2974,C208,dreadnaut,3,0,
2975,C208,"Alan Rotoi",4,0,
2976,C208,Seeker1982,5,0,
2977,C208,Overdrijf,6,0,
2978,C208,afullo,7,0,
2979,C208,"Shoegazing Leo",8,0,
2980,C208,Cas,9,0,
2981,C208,Motig,10,0,
2982,C208,GTAMan15,11,0,
2983,C209,FinRok,1,0,
2984,C209,CTG,2,0,
2985,C209,Duplode,3,0,
2986,C209,dreadnaut,4,0,
2987,C209,Seeker1982,5,0,
2988,C209,"Akoss Poo",6,0,
2989,C209,"Alan Rotoi",7,0,
2990,C209,Overdrijf,8,0,
2991,C209,Cas,9,0,
2992,C209,afullo,9,0,
2993,C209,Heretic,11,0,
2994,C209,"Shoegazing Leo",12,0,
2995,C209,KaoS,13,0,EX2
2996,C209,Motig,14,0,
2997,C209,GTAMan15,15,0,
2998,C209,"Stan 286XT",16,0,EX3
2999,C210,dreadnaut,1,0,
3000,C210,Marco,2,0,
3001,C210,CTG,3,0,
3002,C210,Overdrijf,4,0,
3003,C210,"Alan Rotoi",5,0,
3004,C210,Duplode,6,0,
3005,C210,Seeker1982,7,0,
3006,C210,Heretic,8,0,
3007,C210,afullo,9,0,
3008,C210,Cas,10,0,
3009,C210,"Shoegazing Leo",11,0,
3010,C210,Smrtka,12,0,
3011,C210,Motig,13,0,
3012,C210,"Stan 286XT",14,0,EX3
3013,C211,Marco,1,0,
3014,C211,Seeker1982,2,0,
3015,C211,Duplode,3,0,
3016,C211,dreadnaut,4,0,
3017,C211,Overdrijf,5,0,
3018,C211,Heretic,6,0,
3019,C211,afullo,7,0,
3020,C211,sd4000,8,0,
3021,C211,Cas,9,0,
3022,C211,Usrin,10,0,
3023,C211,arturbmallman,11,0,
3024,C211,"Shoegazing Leo",12,0,
3025,C211,fx_undertaker,13,0,
3026,C211,Motig,14,0,
3027,C211,"Stan 286XT",15,0,EX3
3028,C212,FinRok,1,0,
3029,C212,Marco,2,0,
3030,C212,CTG,3,0,
3031,C212,Duplode,4,0,
3032,C212,Seeker1982,5,0,
3033,C212,Overdrijf,6,0,
3034,C212,dreadnaut,7,0,
3035,C212,afullo,8,0,
3036,C212,Heretic,9,0,
3037,C212,Cas,10,0,
3038,C212,sd4000,11,0,
3039,C212,"Shoegazing Leo",12,0,
3040,C212,"Stan 286XT",13,0,EX3
3041,C213,FinRok,1,0,
3042,C213,Marco,2,0,
3043,C213,Duplode,3,0,
3044,C213,Overdrijf,4,0,
3045,C213,dreadnaut,5,0,
3046,C213,Seeker1982,6,0,
3047,C213,CTG,7,0,
3048,C213,afullo,8,0,
3049,C213,Cas,9,0,
3050,C213,sd4000,10,0,
3051,C213,"Shoegazing Leo",11,0,
3052,C213,Heretic,12,0,
3053,C213,"Stan 286XT",13,0,EX3
3054,C214,FinRok,1,0,
3055,C214,Overdrijf,2,0,
3056,C214,Marco,3,0,
3057,C214,Duplode,4,0,
3058,C214,Gutix,5,0,
3059,C214,dreadnaut,6,0,
3060,C214,Seeker1982,7,0,
3061,C214,Heretic,8,0,
3062,C214,Cas,9,0,
3063,C214,afullo,10,0,
3064,C214,KaoS,11,0,
3065,C214,"Shoegazing Leo",12,0,
3066,C214,GTAMan15,13,0,
3067,C214,"Stan 286XT",14,0,EX2
3068,C214,sd4000,15,0,
3069,C215,Overdrijf,1,0,
3070,C215,Seeker1982,2,0,
3071,C215,Marco,3,0,
3072,C215,dreadnaut,4,0,
3073,C215,Duplode,5,0,
3074,C215,"Alan Rotoi",6,0,
3075,C215,afullo,7,0,
3076,C215,"Shoegazing Leo",8,0,
3077,C215,GTAMan15,9,0,
3078,C215,Cas,10,0,
3079,C215,sd4000,11,0,
3080,C215,Heretic,12,0,
3081,C215,"Stan 286XT",13,0,EX2
3082,C216,Marco,1,0,
3083,C216,Duplode,2,0,
3084,C216,Seeker1982,3,0,
3085,C216,Overdrijf,4,0,
3086,C216,afullo,5,0,
3087,C216,dreadnaut,6,0,
3088,C216,Cas,7,0,
3089,C216,GTAMan15,8,0,
3090,C216,Heretic,9,0,
3091,C216,"Shoegazing Leo",10,0,
3092,C216,sd4000,11,0,
3093,C216,Motig,12,0,
3094,C216,"Stan 286XT",13,0,EX3
3095,C217,Duplode,1,0,
3096,C217,Marco,2,0,
3097,C217,Overdrijf,3,0,
3098,C217,Seeker1982,4,0,
3099,C217,dreadnaut,5,0,
3100,C217,dosbox92,6,0,
3101,C217,Cas,7,0,
3102,C217,afullo,8,0,
3103,C217,Heretic,9,0,
3104,C217,sd4000,10,0,
3105,C217,"Shoegazing Leo",11,0,
3106,C217,satanziege,12,0,
3107,C217,"Stan 286XT",13,0,EX3
3108,C218,Marco,1,0,
3109,C218,dreadnaut,2,0,
3110,C218,"Alan Rotoi",3,0,
3111,C218,Duplode,4,0,
3112,C218,Seeker1982,5,0,
3113,C218,Overdrijf,6,0,
3114,C218,dosbox92,7,0,
3115,C218,afullo,8,0,
3116,C218,Heretic,9,0,
3117,C218,Cas,10,0,
3118,C218,sd4000,11,0,
3119,C218,"Shoegazing Leo",12,0,
3120,C218,"Stan 286XT",13,0,EX3
3121,C218,Motig,14,0,
3122,C219,"Alan Rotoi",1,0,
3123,C219,Duplode,2,0,
3124,C219,Seeker1982,3,0,
3125,C219,Overdrijf,4,0,
3126,C219,Marco,5,0,
3127,C219,dreadnaut,6,0,
3128,C219,Cas,7,0,
3129,C219,Stingray86,8,0,
3130,C219,afullo,8,0,
3131,C219,Heretic,10,0,
3132,C219,sd4000,11,0,
3133,C219,"Shoegazing Leo",12,0,
3134,C219,"Stan 286XT",13,0,EX3
3135,C220,CTG,1,0,
3136,C220,Seeker1982,2,0,
3137,C220,Overdrijf,3,0,
3138,C220,dreadnaut,4,0,
3139,C220,Duplode,5,0,
3140,C220,Stingray86,6,0,
3141,C220,Cas,7,0,
3142,C220,afullo,8,0,
3143,C220,Heretic,9,0,
3144,C220,sd4000,10,0,
3145,C220,"Shoegazing Leo",11,0,
3146,C220,"Alan Rotoi",12,0,EX3
3147,C220,"Stan 286XT",13,0,EX3
3148,C221,FinRok,1,0,
3149,C221,Overdrijf,2,0,
3150,C221,CTG,3,0,
3151,C221,Duplode,4,0,
3152,C221,Seeker1982,5,0,
3153,C221,Stingray86,6,0,
3154,C221,dreadnaut,7,0,
3155,C221,Heretic,8,0,
3156,C221,afullo,9,0,
3157,C221,sd4000,10,0,
3158,C221,"Shoegazing Leo",11,0,
3159,C221,Marco,12,0,EX2
3160,C221,Cas,13,0,
3161,C221,GTAMan15,14,0,EX3
3162,C221,"Stan 286XT",15,0,EX2
3163,C222,Duplode,1,0,
3164,C222,Seeker1982,2,0,
3165,C222,dreadnaut,3,0,
3166,C222,Overdrijf,3,0,
3167,C222,Stingray86,5,0,
3168,C222,Heretic,6,0,
3169,C222,afullo,7,0,
3170,C222,KaoS,8,0,EX2
3171,C222,"Shoegazing Leo",9,0,
3172,C222,sd4000,10,0,
3173,C222,Cas,11,0,
3174,C222,satanziege,12,0,
3175,C222,"Stan 286XT",13,0,EX3
3176,C223,Duplode,1,0,
3177,C223,Seeker1982,2,0,
3178,C223,CTG,3,0,
3179,C223,Stingray86,4,0,
3180,C223,Overdrijf,5,0,
3181,C223,Marco,6,0,EX2
3182,C223,dreadnaut,7,0,
3183,C223,afullo,8,0,
3184,C223,KaoS,9,0,EX2
3185,C223,Cas,10,0,
3186,C223,sd4000,11,0,
3187,C223,"Shoegazing Leo",12,0,
3188,C223,HL96T,13,0,
3189,C223,"Stan 286XT",14,0,EX2
3190,C224,Duplode,1,0,
3191,C224,"Alan Rotoi",2,0,
3192,C224,CTG,3,0,
3193,C224,dreadnaut,4,0,
3194,C224,Stingray86,5,0,
3195,C224,Overdrijf,6,0,
3196,C224,Heretic,7,0,
3197,C224,Seeker1982,8,0,
3198,C224,afullo,9,0,
3199,C224,Cas,10,0,
3200,C224,KaoS,11,0,EX2
3201,C224,sd4000,12,0,
3202,C224,HL96T,13,0,
3203,C224,"Shoegazing Leo",14,0,
3204,C224,"Stan 286XT",15,0,
3205,C225,Seeker1982,1,0,
3206,C225,Overdrijf,2,0,
3207,C225,Duplode,3,0,
3208,C225,CTG,4,0,
3209,C225,Stingray86,5,0,
3210,C225,dreadnaut,6,0,
3211,C225,Heretic,7,0,
3212,C225,afullo,8,0,
3213,C225,Cas,9,0,
3214,C225,sd4000,10,0,
3215,C225,"Shoegazing Leo",11,0,
3216,C225,KaoS,12,0,EX2
3217,C225,"Stan 286XT",13,0,EX2
3218,C226,Duplode,1,0,
3219,C226,Seeker1982,2,0,
3220,C226,Overdrijf,3,0,
3221,C226,CTG,4,0,
3222,C226,dreadnaut,5,0,
3223,C226,Stingray86,6,0,
3224,C226,Marco,7,0,EX2
3225,C226,KaoS,8,0,EX2
3226,C226,afullo,9,0,
3227,C226,Heretic,10,0,
3228,C226,"Alan Rotoi",11,0,
3229,C226,Cas,12,0,EX3
3230,C226,"Shoegazing Leo",13,0,
3231,C226,"Stan 286XT",14,0,EX2
3232,C226,Chacan,15,0,EX3
3233,C227,CTG,1,0,
3234,C227,Seeker1982,2,0,
3235,C227,Duplode,3,0,
3236,C227,dreadnaut,4,0,
3237,C227,Overdrijf,5,0,
3238,C227,Stingray86,6,0,
3239,C227,Heretic,7,0,
3240,C227,afullo,8,0,
3241,C227,Cas,9,0,
3242,C227,JoSi,10,0,
3243,C227,"Shoegazing Leo",11,0,
3244,C227,"Stan 286XT",12,0,
3245,C228,Duplode,1,0,
3246,C228,Seeker1982,2,0,
3247,C228,dreadnaut,3,0,
3248,C228,"Alan Rotoi",4,0,
3249,C228,Stingray86,5,0,
3250,C228,Overdrijf,6,0,
3251,C228,Heretic,7,0,
3252,C228,afullo,8,0,
3253,C228,"Shoegazing Leo",9,0,
3254,C228,Cas,10,0,EX3
3255,C228,"Stan 286XT",11,0,EX3
3256,C229,FinRok,1,0,
3257,C229,Duplode,2,0,
3258,C229,Marco,3,0,
3259,C229,CTG,4,0,
3260,C229,Seeker1982,5,0,
3261,C229,"Alan Rotoi",6,0,
3262,C229,Stingray86,7,0,
3263,C229,Heretic,8,0,
3264,C229,Overdrijf,9,0,
3265,C229,dreadnaut,10,0,
3266,C229,afullo,11,0,
3267,C229,KyLiE,12,0,
3268,C229,KaoS,13,0,EX2
3269,C229,Straycat,14,0,
3270,C229,Cas,15,0,
3271,C229,"Shoegazing Leo",16,0,
3272,C229,"Zak McKracken",17,0,EX2
3273,C229,GTAMan15,18,0,
3274,C229,"Stan 286XT",19,0,
3275,C230,Duplode,1,0,
3276,C230,CTG,2,0,
3277,C230,Seeker1982,3,0,
3278,C230,KyLiE,4,0,
3279,C230,Heretic,5,0,
3280,C230,dreadnaut,6,0,
3281,C230,Stingray86,7,0,
3282,C230,Overdrijf,8,0,
3283,C230,"Alan Rotoi",9,0,
3284,C230,afullo,10,0,
3285,C230,"Zak McKracken",11,0,EX2
3286,C230,"Shoegazing Leo",12,0,
3287,C230,Cas,13,0,
3288,C230,Straycat,14,0,
3289,C230,"Stan 286XT",15,0,EX3
3290,C231,CTG,1,0,
3291,C231,"Alan Rotoi",2,0,
3292,C231,Overdrijf,3,0,
3293,C231,Seeker1982,4,0,
3294,C231,dreadnaut,5,0,
3295,C231,Duplode,6,0,
3296,C231,Stingray86,7,0,
3297,C231,Heretic,8,0,
3298,C231,KyLiE,9,0,
3299,C231,afullo,10,0,
3300,C231,Straycat,11,0,
3301,C231,Cas,12,0,
3302,C231,KaoS,13,0,EX2
3303,C231,"Shoegazing Leo",14,0,
3304,C231,"Stan 286XT",15,0,EX2
3305,C232,CTG,1,0,
3306,C232,Duplode,2,0,
3307,C232,dreadnaut,3,0,
3308,C232,Overdrijf,4,0,
3309,C232,Seeker1982,5,0,
3310,C232,afullo,6,0,
3311,C232,Heretic,7,0,
3312,C232,KyLiE,8,0,
3313,C232,Stingray86,9,0,
3314,C232,KaoS,10,0,EX2
3315,C232,Straycat,11,0,
3316,C232,"Shoegazing Leo",12,0,
3317,C232,Cas,13,0,
3318,C232,GTAMan15,14,0,
3319,C232,"Stan 286XT",15,0,EX3
3320,C233,Duplode,1,0,
3321,C233,CTG,2,0,
3322,C233,Seeker1982,3,0,
3323,C233,Overdrijf,4,0,
3324,C233,dreadnaut,5,0,
3325,C233,Stingray86,6,0,
3326,C233,KyLiE,7,0,
3327,C233,Heretic,8,0,
3328,C233,afullo,9,0,
3329,C233,Straycat,10,0,
3330,C233,Cas,11,0,
3331,C233,"Zak McKracken",12,0,
3332,C233,"Shoegazing Leo",13,0,
3333,C233,"Stan 286XT",14,0,EX3
3334,C234,Duplode,1,0,
3335,C234,"Alan Rotoi",2,0,
3336,C234,CTG,3,0,
3337,C234,"Akoss Poo",4,0,
3338,C234,Marco,5,0,
3339,C234,Overdrijf,6,0,
3340,C234,"Zak McKracken",7,0,
3341,C234,dreadnaut,8,0,
3342,C234,KyLiE,9,0,
3343,C234,Friker,10,0,
3344,C234,Heretic,11,0,
3345,C234,afullo,12,0,
3346,C234,Zapper,13,0,
3347,C234,Cas,14,0,
3348,C234,Usrin,15,0,
3349,C234,"Shoegazing Leo",16,0,
3350,C234,Igor,17,0,
3351,C234,matamo,18,0,
3352,C234,Daniel3D,19,0,
3353,C234,KaoS,20,0,EX2
3354,C234,Straycat,21,0,EX3
3355,C234,"Stan 286XT",22,0,EX2
3356,C235,CTG,1,0,
3357,C235,Duplode,2,0,
3358,C235,"Alan Rotoi",3,0,
3359,C235,KyLiE,4,0,
3360,C235,Overdrijf,5,0,
3361,C235,Marco,6,0,
3362,C235,dreadnaut,7,0,
3363,C235,GTAMan15,8,0,
3364,C235,Zapper,9,0,
3365,C235,afullo,10,0,
3366,C235,Heretic,11,0,
3367,C235,"Zak McKracken",12,0,EX2
3368,C235,"Cool Gaddafi",13,0,
3369,C235,"Shoegazing Leo",14,0,
3370,C235,Cas,15,0,
3371,C235,KaoS,16,0,EX2
3372,C235,Straycat,17,0,
3373,C235,matamo,18,0,
3374,C235,Daniel3D,19,0,
3375,C235,Igor,20,0,
3376,C235,ZdnBurns,21,0,
3377,C235,"Stan 286XT",22,0,EX2
3378,C236,CTG,1,0,
3379,C236,"Akoss Poo",2,0,
3380,C236,Duplode,3,0,
3381,C236,Overdrijf,4,0,
3382,C236,"Alan Rotoi",5,0,
3383,C236,KyLiE,6,0,
3384,C236,dreadnaut,7,0,
3385,C236,Zapper,8,0,
3386,C236,Heretic,9,0,
3387,C236,GTAMan15,10,0,
3388,C236,dosbox92,11,0,
3389,C236,afullo,12,0,
3390,C236,Cas,13,0,
3391,C236,"Shoegazing Leo",14,0,
3392,C236,Seeker1982,15,0,EX2
3393,C236,Marco,16,0,EX2
3394,C236,KaoS,17,0,EX2
3395,C236,Igor,18,0,
3396,C236,Straycat,19,0,EX3
3397,C236,"Johnny Alaska",20,0,
3398,C236,"Stan 286XT",21,0,EX3
3399,C237,Duplode,1,0,
3400,C237,"Akoss Poo",2,0,
3401,C237,Seeker1982,3,0,
3402,C237,CTG,4,0,
3403,C237,"Alan Rotoi",5,0,
3404,C237,KyLiE,6,0,
3405,C237,dreadnaut,7,0,
3406,C237,Zapper,8,0,
3407,C237,Ryoma,9,0,
3408,C237,Heretic,10,0,
3409,C237,GTAMan15,11,0,
3410,C237,afullo,12,0,
3411,C237,Overdrijf,13,0,
3412,C237,Cas,14,0,
3413,C237,"Shoegazing Leo",15,0,
3414,C237,Igor,16,0,
3415,C237,matamo,17,0,
3416,C237,KaoS,18,0,EX2
3417,C237,Marco,19,0,EX2
3418,C237,"Stan 286XT",20,0,
3419,C238,"Alan Rotoi",1,0,
3420,C238,Duplode,2,0,
3421,C238,"Akoss Poo",3,0,
3422,C238,Friker,4,0,
3423,C238,KyLiE,5,0,
3424,C238,Ryoma,6,0,
3425,C238,dreadnaut,7,0,
3426,C238,Overdrijf,8,0,
3427,C238,Zapper,9,0,
3428,C238,afullo,10,0,
3429,C238,Heretic,11,0,
3430,C238,Igor,12,0,
3431,C238,GTAMan15,13,0,
3432,C238,Cas,14,0,
3433,C238,matamo,15,0,
3434,C238,"Stan 286XT",16,0,
3435,C238,"Shoegazing Leo",17,0,
3436,C238,KaoS,18,0,EX2
3437,C238,AMG,19,0,
3438,C238,satanziege,20,0,
3439,C238,Straycat,21,0,EX3
3440,C239,"Alan Rotoi",1,0,
3441,C239,Duplode,2,0,
3442,C239,KyLiE,3,0,
3443,C239,Overdrijf,4,0,
3444,C239,Friker,5,0,
3445,C239,Zapper,6,0,
3446,C239,dreadnaut,7,0,
3447,C239,Ryoma,8,0,
3448,C239,Heretic,9,0,
3449,C239,afullo,10,0,
3450,C239,Cas,11,0,
3451,C239,1337haxoryt,12,0,
3452,C239,"Shoegazing Leo",13,0,
3453,C239,KaoS,14,0,EX2
3454,C239,Igor,15,0,
3455,C239,"Stan 286XT",16,0,EX3
3456,C240,"Alan Rotoi",1,0,
3457,C240,Zapper,2,0,
3458,C240,Duplode,3,0,
3459,C240,Overdrijf,4,0,
3460,C240,Friker,5,0,
3461,C240,KyLiE,6,0,
3462,C240,Heretic,7,0,
3463,C240,afullo,8,0,
3464,C240,dreadnaut,9,0,
3465,C240,Ryoma,10,0,
3466,C240,"Shoegazing Leo",11,0,
3467,C240,Cas,12,0,
3468,C240,1337haxoryt,13,0,
3469,C240,KaoS,14,0,EX2
3470,C240,"Stan 286XT",15,0,EX3
3471,C241,"Alan Rotoi",1,0,
3472,C241,Duplode,2,0,
3473,C241,KyLiE,3,0,
3474,C241,CTG,4,0,
3475,C241,Zapper,5,0,
3476,C241,Heretic,6,0,
3477,C241,dreadnaut,7,0,
3478,C241,Overdrijf,8,0,
3479,C241,afullo,9,0,
3480,C241,Cas,10,0,
3481,C241,"Shoegazing Leo",11,0,
3482,C241,KaoS,12,0,EX2
3483,C241,"Stan 286XT",13,0,EX3
3484,C242,"Alan Rotoi",1,0,
3485,C242,Duplode,2,0,
3486,C242,Overdrijf,3,0,
3487,C242,KyLiE,4,0,
3488,C242,Zapper,5,0,
3489,C242,afullo,6,0,
3490,C242,Heretic,7,0,
3491,C242,dreadnaut,8,0,
3492,C242,Cas,9,0,
3493,C242,"Shoegazing Leo",10,0,EX3
3494,C242,KaoS,11,0,EX2
3495,C242,"Stan 286XT",12,0,EX3
3496,C243,Duplode,1,0,
3497,C243,"Alan Rotoi",2,0,
3498,C243,dreadnaut,3,0,
3499,C243,KyLiE,4,0,
3500,C243,Zapper,5,0,
3501,C243,Ryoma,6,0,
3502,C243,Overdrijf,7,0,
3503,C243,Frieshansen,8,0,
3504,C243,afullo,9,0,
3505,C243,Cas,10,0,
3506,C243,Heretic,11,0,
3507,C243,"Shoegazing Leo",12,0,
3508,C243,Marco,13,0,EX2
3509,C243,Igor,14,0,
3510,C243,Daniel3D,15,0,
3511,C243,"Stan 286XT",16,0,EX3
3512,C243,GTAMan15,17,0,EX3
3513,C244,Duplode,1,0,
3514,C244,"Alan Rotoi",2,0,
3515,C244,KyLiE,3,0,
3516,C244,"Akoss Poo",4,0,
3517,C244,Zapper,5,0,
3518,C244,dreadnaut,6,0,
3519,C244,Frieshansen,7,0,
3520,C244,Overdrijf,8,0,
3521,C244,Heretic,9,0,
3522,C244,Cas,10,0,
3523,C244,Ryoma,11,0,
3524,C244,Usrin,12,0,
3525,C244,afullo,13,0,
3526,C244,"Shoegazing Leo",14,0,
3527,C244,Daniel3D,15,0,
3528,C244,matamo,16,0,
3529,C244,"Stan 286XT",17,0,EX3
